"","SqlTrace"
"17467","declare @p1 int
set @p1=180221317
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''-25'' AND USER_CLASS=''ADMIN''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17468","exec sp_cursorfetch 180221317,16,1,1"
"17469","exec sp_cursorclose 180221317"
"17470","exec sp_cursorfetch 180220729,16,99,1"
"17471","declare @p1 int
set @p1=180221319
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=2
exec sp_cursoropen @p1 output,N' SELECT * FROM hs_RapportParam where RapportID= 117 ORDER BY ParamID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17472","exec sp_cursorfetch 180221319,16,1,1"
"17473","exec sp_cursorfetch 180221319,16,2,1"
"17474","exec sp_cursorfetch 180221319,16,3,1"
"17475","exec sp_cursorclose 180221319"
"17476","declare @p1 int
set @p1=180221321
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Security_Group FROM GMP_USAGERS WHERE UsagerID = ''ed50617''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17477","exec sp_cursorfetch 180221321,16,1,1"
"17478","exec sp_cursorclose 180221321"
"17479","declare @p1 int
set @p1=180221323
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''41'' AND USER_CLASS=''ADMIN''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17480","exec sp_cursorfetch 180221323,16,1,1"
"17481","exec sp_cursorclose 180221323"
"17482","exec sp_cursorfetch 180220729,16,100,1"
"17483","declare @p1 int
set @p1=180221325
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=2
exec sp_cursoropen @p1 output,N' SELECT * FROM hs_RapportParam where RapportID= 104 ORDER BY ParamID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17484","exec sp_cursorfetch 180221325,16,1,1"
"17485","exec sp_cursorfetch 180221325,16,2,1"
"17486","exec sp_cursorfetch 180221325,16,3,1"
"17487","exec sp_cursorclose 180221325"
"17488","declare @p1 int
set @p1=180221327
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Security_Group FROM GMP_USAGERS WHERE UsagerID = ''ed50617''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17489","exec sp_cursorfetch 180221327,16,1,1"
"17490","exec sp_cursorclose 180221327"
"17491","declare @p1 int
set @p1=180221329
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''41'' AND USER_CLASS=''ADMIN''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17492","exec sp_cursorfetch 180221329,16,1,1"
"17493","exec sp_cursorclose 180221329"
"17494","exec sp_cursorfetch 180220729,16,101,1"
"17495","declare @p1 int
set @p1=180221331
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=4
exec sp_cursoropen @p1 output,N' SELECT * FROM hs_RapportParam where RapportID= 108 ORDER BY ParamID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17496","exec sp_cursorfetch 180221331,16,1,1"
"17497","exec sp_cursorfetch 180221331,16,2,1"
"17498","exec sp_cursorfetch 180221331,16,3,1"
"17499","exec sp_cursorfetch 180221331,16,4,1"
"17500","exec sp_cursorfetch 180221331,16,5,1"
"17501","exec sp_cursorclose 180221331"
"17502","declare @p1 int
set @p1=180221333
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Security_Group FROM GMP_USAGERS WHERE UsagerID = ''ed50617''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17503","exec sp_cursorfetch 180221333,16,1,1"
"17504","exec sp_cursorclose 180221333"
"17505","declare @p1 int
set @p1=180221335
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''50'' AND USER_CLASS=''ADMIN''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17506","exec sp_cursorfetch 180221335,16,1,1"
"17507","exec sp_cursorclose 180221335"
"17508","exec sp_cursorfetch 180220729,16,102,1"
"17509","declare @p1 int
set @p1=180221337
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=4
exec sp_cursoropen @p1 output,N' SELECT * FROM hs_RapportParam where RapportID= 109 ORDER BY ParamID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17510","exec sp_cursorfetch 180221337,16,1,1"
"17511","exec sp_cursorfetch 180221337,16,2,1"
"17512","exec sp_cursorfetch 180221337,16,3,1"
"17513","exec sp_cursorfetch 180221337,16,4,1"
"17514","exec sp_cursorfetch 180221337,16,5,1"
"17515","exec sp_cursorclose 180221337"
"17516","declare @p1 int
set @p1=180221339
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Security_Group FROM GMP_USAGERS WHERE UsagerID = ''ed50617''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17517","exec sp_cursorfetch 180221339,16,1,1"
"17518","exec sp_cursorclose 180221339"
"17519","declare @p1 int
set @p1=180221341
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''50'' AND USER_CLASS=''ADMIN''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17520","exec sp_cursorfetch 180221341,16,1,1"
"17521","exec sp_cursorclose 180221341"
"17522","exec sp_cursorfetch 180220729,16,103,1"
"17523","declare @p1 int
set @p1=180221343
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT * FROM hs_RapportParam where RapportID= 111 ORDER BY ParamID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17524","exec sp_cursorfetch 180221343,16,1,1"
"17525","exec sp_cursorclose 180221343"
"17526","declare @p1 int
set @p1=180221345
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Security_Group FROM GMP_USAGERS WHERE UsagerID = ''ed50617''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17527","exec sp_cursorfetch 180221345,16,1,1"
"17528","exec sp_cursorclose 180221345"
"17529","declare @p1 int
set @p1=180221347
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''50'' AND USER_CLASS=''ADMIN''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17530","exec sp_cursorfetch 180221347,16,1,1"
"17531","exec sp_cursorclose 180221347"
"17532","exec sp_cursorfetch 180220729,16,104,1"
"17533","declare @p1 int
set @p1=180221349
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N' SELECT * FROM hs_RapportParam where RapportID= 112 ORDER BY ParamID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17534","exec sp_cursorfetch 180221349,16,1,1"
"17535","exec sp_cursorfetch 180221349,16,2,1"
"17536","exec sp_cursorclose 180221349"
"17537","declare @p1 int
set @p1=180221351
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Security_Group FROM GMP_USAGERS WHERE UsagerID = ''ed50617''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17538","exec sp_cursorfetch 180221351,16,1,1"
"17539","exec sp_cursorclose 180221351"
"17540","declare @p1 int
set @p1=180221353
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''50'' AND USER_CLASS=''ADMIN''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17541","exec sp_cursorfetch 180221353,16,1,1"
"17542","exec sp_cursorclose 180221353"
"17543","exec sp_cursorfetch 180220729,16,105,1"
"17544","declare @p1 int
set @p1=180221355
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=3
exec sp_cursoropen @p1 output,N' SELECT * FROM hs_RapportParam where RapportID= 113 ORDER BY ParamID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17545","exec sp_cursorfetch 180221355,16,1,1"
"17546","exec sp_cursorfetch 180221355,16,2,1"
"17547","exec sp_cursorfetch 180221355,16,3,1"
"17548","exec sp_cursorfetch 180221355,16,4,1"
"17549","exec sp_cursorclose 180221355"
"17550","declare @p1 int
set @p1=180221357
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Security_Group FROM GMP_USAGERS WHERE UsagerID = ''ed50617''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17551","exec sp_cursorfetch 180221357,16,1,1"
"17552","exec sp_cursorclose 180221357"
"17553","declare @p1 int
set @p1=180221359
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''50'' AND USER_CLASS=''ADMIN''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17554","exec sp_cursorfetch 180221359,16,1,1"
"17555","exec sp_cursorclose 180221359"
"17556","exec sp_cursorfetch 180220729,16,106,1"
"17557","declare @p1 int
set @p1=180221361
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT * FROM hs_RapportParam where RapportID= 115 ORDER BY ParamID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17558","exec sp_cursorfetch 180221361,16,1,1"
"17559","exec sp_cursorclose 180221361"
"17560","declare @p1 int
set @p1=180221363
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Security_Group FROM GMP_USAGERS WHERE UsagerID = ''ed50617''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17561","exec sp_cursorfetch 180221363,16,1,1"
"17562","exec sp_cursorclose 180221363"
"17563","declare @p1 int
set @p1=180221365
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''51'' AND USER_CLASS=''ADMIN''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17564","exec sp_cursorfetch 180221365,16,1,1"
"17565","exec sp_cursorclose 180221365"
"17566","exec sp_cursorfetch 180220729,16,107,1"
"17567","declare @p1 int
set @p1=180221367
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=3
exec sp_cursoropen @p1 output,N' SELECT * FROM hs_RapportParam where RapportID= 116 ORDER BY ParamID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17568","exec sp_cursorfetch 180221367,16,1,1"
"17569","exec sp_cursorfetch 180221367,16,2,1"
"17570","exec sp_cursorfetch 180221367,16,3,1"
"17571","exec sp_cursorfetch 180221367,16,4,1"
"17572","exec sp_cursorclose 180221367"
"17573","declare @p1 int
set @p1=180221369
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Security_Group FROM GMP_USAGERS WHERE UsagerID = ''ed50617''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17574","exec sp_cursorfetch 180221369,16,1,1"
"17575","exec sp_cursorclose 180221369"
"17576","declare @p1 int
set @p1=180221371
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''51'' AND USER_CLASS=''ADMIN''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17577","exec sp_cursorfetch 180221371,16,1,1"
"17578","exec sp_cursorclose 180221371"
"17579","exec sp_cursorfetch 180220729,16,108,1"
"17580","declare @p1 int
set @p1=180221373
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=3
exec sp_cursoropen @p1 output,N' SELECT * FROM hs_RapportParam where RapportID= 119 ORDER BY ParamID',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17581","exec sp_cursorfetch 180221373,16,1,1"
"17582","exec sp_cursorfetch 180221373,16,2,1"
"17583","exec sp_cursorfetch 180221373,16,3,1"
"17584","exec sp_cursorfetch 180221373,16,4,1"
"17585","exec sp_cursorclose 180221373"
"17586","declare @p1 int
set @p1=180221375
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'SELECT Security_Group FROM GMP_USAGERS WHERE UsagerID = ''ed50617''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17587","exec sp_cursorfetch 180221375,16,1,1"
"17588","exec sp_cursorclose 180221375"
"17589","declare @p1 int
set @p1=180221377
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N'SELECT * FROM GMP_SECURITEACCESS  WHERE ITEM_ID=''52'' AND USER_CLASS=''ADMIN''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17590","exec sp_cursorfetch 180221377,16,1,1"
"17591","exec sp_cursorclose 180221377"
"17592","exec sp_cursorfetch 180220729,16,109,1"
"17593","exec sp_cursorclose 180220729"
"17594","declare @p1 int
set @p1=180152745
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17595","exec sp_cursorfetch 180152745,16,1,1"
"17596","exec sp_cursorclose 180152745"
"17597","declare @p1 int
set @p1=180221379
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=243
exec sp_cursoropen @p1 output,N'select distinct Type_Of_Problem from sv00310 order by 1',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"17598","exec sp_cursorfetch 180221379,16,1,1"
"17599","exec sp_cursorfetch 180221379,16,2,1"
"17600","exec sp_cursorfetch 180221379,16,3,1"
"17601","exec sp_cursorfetch 180221379,16,4,1"
"17602","exec sp_cursorfetch 180221379,16,5,1"
"17603","exec sp_cursorfetch 180221379,16,6,1"
"17604","exec sp_cursorfetch 180221379,16,7,1"
"17605","exec sp_cursorfetch 180221379,16,8,1"
"17606","exec sp_cursorfetch 180221379,16,9,1"
"17607","exec sp_cursorfetch 180221379,16,10,1"
"17608","exec sp_cursorfetch 180221379,16,11,1"
"17609","exec sp_cursorfetch 180221379,16,12,1"
"17610","exec sp_cursorfetch 180221379,16,13,1"
"17611","exec sp_cursorfetch 180221379,16,14,1"
"17612","exec sp_cursorfetch 180221379,16,15,1"
"17613","exec sp_cursorfetch 180221379,16,16,1"
"17614","exec sp_cursorfetch 180221379,16,17,1"
"17615","exec sp_cursorfetch 180221379,16,18,1"
"17616","exec sp_cursorfetch 180221379,16,19,1"
"17617","exec sp_cursorfetch 180221379,16,20,1"
"17618","exec sp_cursorfetch 180221379,16,21,1"
"17619","exec sp_cursorfetch 180221379,16,22,1"
"17620","exec sp_cursorfetch 180221379,16,23,1"
"17621","exec sp_cursorfetch 180221379,16,24,1"
"17622","exec sp_cursorfetch 180221379,16,25,1"
"17623","exec sp_cursorfetch 180221379,16,26,1"
"17624","exec sp_cursorfetch 180221379,16,27,1"
"17625","exec sp_cursorfetch 180221379,16,28,1"
"17626","exec sp_cursorfetch 180221379,16,29,1"
"17627","exec sp_cursorfetch 180221379,16,30,1"
"17628","exec sp_cursorfetch 180221379,16,31,1"
"17629","exec sp_cursorfetch 180221379,16,32,1"
"17630","exec sp_cursorfetch 180221379,16,33,1"
"17631","exec sp_cursorfetch 180221379,16,34,1"
"17632","exec sp_cursorfetch 180221379,16,35,1"
"17633","exec sp_cursorfetch 180221379,16,36,1"
"17634","exec sp_cursorfetch 180221379,16,37,1"
"17635","exec sp_cursorfetch 180221379,16,38,1"
"17636","exec sp_cursorfetch 180221379,16,39,1"
"17637","exec sp_cursorfetch 180221379,16,40,1"
"17638","exec sp_cursorfetch 180221379,16,41,1"
"17639","exec sp_cursorfetch 180221379,16,42,1"
"17640","exec sp_cursorfetch 180221379,16,43,1"
"17641","exec sp_cursorfetch 180221379,16,44,1"
"17642","exec sp_cursorfetch 180221379,16,45,1"
"17643","exec sp_cursorfetch 180221379,16,46,1"
"17644","exec sp_cursorfetch 180221379,16,47,1"
"17645","exec sp_cursorfetch 180221379,16,48,1"
"17646","exec sp_cursorfetch 180221379,16,49,1"
"17647","exec sp_cursorfetch 180221379,16,50,1"
"17648","exec sp_cursorfetch 180221379,16,51,1"
"17649","exec sp_cursorfetch 180221379,16,52,1"
"17650","exec sp_cursorfetch 180221379,16,53,1"
"17651","exec sp_cursorfetch 180221379,16,54,1"
"17652","exec sp_cursorfetch 180221379,16,55,1"
"17653","exec sp_cursorfetch 180221379,16,56,1"
"17654","exec sp_cursorfetch 180221379,16,57,1"
"17655","exec sp_cursorfetch 180221379,16,58,1"
"17656","exec sp_cursorfetch 180221379,16,59,1"
"17657","exec sp_cursorfetch 180221379,16,60,1"
"17658","exec sp_cursorfetch 180221379,16,61,1"
"17659","exec sp_cursorfetch 180221379,16,62,1"
"17660","exec sp_cursorfetch 180221379,16,63,1"
"17661","exec sp_cursorfetch 180221379,16,64,1"
"17662","exec sp_cursorfetch 180221379,16,65,1"
"17663","exec sp_cursorfetch 180221379,16,66,1"
"17664","exec sp_cursorfetch 180221379,16,67,1"
"17665","exec sp_cursorfetch 180221379,16,68,1"
"17666","exec sp_cursorfetch 180221379,16,69,1"
"17667","exec sp_cursorfetch 180221379,16,70,1"
"17668","exec sp_cursorfetch 180221379,16,71,1"
"17669","exec sp_cursorfetch 180221379,16,72,1"
"17670","exec sp_cursorfetch 180221379,16,73,1"
"17671","exec sp_cursorfetch 180221379,16,74,1"
"17672","exec sp_cursorfetch 180221379,16,75,1"
"17673","exec sp_cursorfetch 180221379,16,76,1"
"17674","exec sp_cursorfetch 180221379,16,77,1"
"17675","exec sp_cursorfetch 180221379,16,78,1"
"17676","exec sp_cursorfetch 180221379,16,79,1"
"17677","exec sp_cursorfetch 180221379,16,80,1"
"17678","exec sp_cursorfetch 180221379,16,81,1"
"17679","exec sp_cursorfetch 180221379,16,82,1"
"17680","exec sp_cursorfetch 180221379,16,83,1"
"17681","exec sp_cursorfetch 180221379,16,84,1"
"17682","exec sp_cursorfetch 180221379,16,85,1"
"17683","exec sp_cursorfetch 180221379,16,86,1"
"17684","exec sp_cursorfetch 180221379,16,87,1"
"17685","exec sp_cursorfetch 180221379,16,88,1"
"17686","exec sp_cursorfetch 180221379,16,89,1"
"17687","exec sp_cursorfetch 180221379,16,90,1"
"17688","exec sp_cursorfetch 180221379,16,91,1"
"17689","exec sp_cursorfetch 180221379,16,92,1"
"17690","exec sp_cursorfetch 180221379,16,93,1"
"17691","exec sp_cursorfetch 180221379,16,94,1"
"17692","exec sp_cursorfetch 180221379,16,95,1"
"17693","exec sp_cursorfetch 180221379,16,96,1"
"17694","exec sp_cursorfetch 180221379,16,97,1"
"17695","exec sp_cursorfetch 180221379,16,98,1"
"17696","exec sp_cursorfetch 180221379,16,99,1"
"17697","exec sp_cursorfetch 180221379,16,100,1"
"17698","exec sp_cursorfetch 180221379,16,101,1"
"17699","exec sp_cursorfetch 180221379,16,102,1"
"17700","exec sp_cursorfetch 180221379,16,103,1"
"17701","exec sp_cursorfetch 180221379,16,104,1"
"17702","exec sp_cursorfetch 180221379,16,105,1"
"17703","exec sp_cursorfetch 180221379,16,106,1"
"17704","exec sp_cursorfetch 180221379,16,107,1"
"17705","exec sp_cursorfetch 180221379,16,108,1"
"17706","exec sp_cursorfetch 180221379,16,109,1"
"17707","exec sp_cursorfetch 180221379,16,110,1"
"17708","exec sp_cursorfetch 180221379,16,111,1"
"17709","exec sp_cursorfetch 180221379,16,112,1"
"17710","exec sp_cursorfetch 180221379,16,113,1"
"17711","exec sp_cursorfetch 180221379,16,114,1"
"17712","exec sp_cursorfetch 180221379,16,115,1"
"17713","exec sp_cursorfetch 180221379,16,116,1"
"17714","exec sp_cursorfetch 180221379,16,117,1"
"17715","exec sp_cursorfetch 180221379,16,118,1"
"17716","exec sp_cursorfetch 180221379,16,119,1"
"17717","exec sp_cursorfetch 180221379,16,120,1"
"17718","exec sp_cursorfetch 180221379,16,121,1"
"17719","exec sp_cursorfetch 180221379,16,122,1"
"17720","exec sp_cursorfetch 180221379,16,123,1"
"17721","exec sp_cursorfetch 180221379,16,124,1"
"17722","exec sp_cursorfetch 180221379,16,125,1"
"17723","exec sp_cursorfetch 180221379,16,126,1"
"17724","exec sp_cursorfetch 180221379,16,127,1"
"17725","exec sp_cursorfetch 180221379,16,128,1"
"17726","exec sp_cursorfetch 180221379,16,129,1"
"17727","exec sp_cursorfetch 180221379,16,130,1"
"17728","exec sp_cursorfetch 180221379,16,131,1"
"17729","exec sp_cursorfetch 180221379,16,132,1"
"17730","exec sp_cursorfetch 180221379,16,133,1"
"17731","exec sp_cursorfetch 180221379,16,134,1"
"17732","exec sp_cursorfetch 180221379,16,135,1"
"17733","exec sp_cursorfetch 180221379,16,136,1"
"17734","exec sp_cursorfetch 180221379,16,137,1"
"17735","exec sp_cursorfetch 180221379,16,138,1"
